family_id,week,assigned,challenge_completed,goal_saving_minor,eligible_saving_minor,growth_delta_cm,growth_total_cm,points,purchase_days_synthetic
family_001677,2026-W35,True,True,5355,11472,3.6,11.6,47,2
family_001677,2026-W36,True,True,11753,19706,4.8,16.4,72,3
family_001679,2026-W33,True,True,7545,7545,3.0,3.0,44,1
family_001679,2026-W34,True,False,0,5956,0.8,3.8,11,1
family_001679,2026-W35,True,False,0,4670,1.6,5.4,9,2
family_001679,2026-W36,True,False,0,0,0.8,6.2,0,1
family_001680,2026-W33,True,True,4086,4086,2.8,2.8,33,1
family_001680,2026-W34,True,False,2242,5513,0.8,3.6,11,1
family_001680,2026-W35,True,True,5659,5659,3.0,6.6,40,1
family_001680,2026-W36,True,False,0,0,1.6,8.2,0,2
family_001681,2026-W33,True,False,851,5580,1.6,1.6,11,2
family_001681,2026-W34,True,True,7010,13832,3.6,5.2,52,2
family_001681,2026-W35,True,False,0,11212,1.2,6.4,30,1
family_001681,2026-W36,True,False,841,10833,1.6,8.0,21,2
family_001689,2026-W33,True,True,7192,22941,5.0,5.0,86,3
family_001689,2026-W34,True,True,10280,24899,5.0,10.0,86,3
family_001689,2026-W35,True,True,6434,28861,5.0,15.0,94,3
family_001689,2026-W36,True,False,0,2436,0.8,15.8,4,1
family_001691,2026-W33,True,True,6035,9211,3.8,3.8,47,2
family_001691,2026-W34,True,True,4527,6855,3.8,7.6,42,2
family_001691,2026-W35,True,False,973,5401,0.8,8.4,10,1
family_001691,2026-W36,True,True,3528,5910,3.6,12.0,36,2
family_001693,2026-W33,True,True,8235,16364,3.8,3.8,61,2
family_001693,2026-W34,True,True,1620,3201,3.6,7.4,31,2
family_001693,2026-W35,True,True,6573,14497,4.0,11.4,61,2
family_001693,2026-W36,True,True,2359,11884,3.8,15.2,52,2
family_001694,2026-W33,True,True,3057,8878,3.6,3.6,42,2
family_001694,2026-W34,True,True,3280,3966,3.6,7.2,32,2
family_001694,2026-W35,True,True,12407,23179,5.0,12.2,83,3
family_001694,2026-W36,True,False,0,5490,2.4,14.6,10,3
family_001695,2026-W33,True,True,9207,34628,3.8,3.8,98,2
family_001695,2026-W34,True,False,0,24178,3.2,7.0,48,4
family_001695,2026-W35,True,True,5169,18628,4.6,11.6,66,3
family_001695,2026-W36,True,True,10000,23554,4.8,16.4,80,3
family_001696,2026-W33,True,False,0,21749,2.6,2.6,47,3
family_001696,2026-W34,True,False,0,9894,1.8,4.4,23,2
family_001696,2026-W35,True,True,15473,32159,5.0,9.4,105,3
family_001696,2026-W36,True,True,13164,20703,5.0,14.4,82,3
family_001699,2026-W33,True,False,0,16479,1.8,1.8,36,2
family_001699,2026-W34,True,True,4581,25992,4.8,6.6,84,3
family_001699,2026-W35,True,True,11276,35392,4.4,11.0,111,2
family_001699,2026-W36,True,True,21900,45877,4.6,15.6,144,2
family_001700,2026-W33,True,True,1729,4026,3.6,3.6,33,2
family_001700,2026-W34,True,True,10191,30485,5.0,8.6,93,4
family_001700,2026-W35,True,True,7578,13686,4.4,13.0,52,3
family_001700,2026-W36,True,True,9059,16627,3.8,16.8,62,2
family_001703,2026-W33,True,False,0,17052,2.4,2.4,34,3
family_001703,2026-W34,True,False,0,11320,1.2,3.6,30,1
family_001703,2026-W35,True,False,1129,11278,1.8,5.4,26,2
family_001703,2026-W36,True,True,3150,16001,4.6,10.0,61,3
family_001709,2026-W33,True,True,3218,7510,4.4,4.4,40,3
family_001709,2026-W34,True,True,3252,7857,4.4,8.8,40,3
family_001709,2026-W35,True,True,5591,11963,4.6,13.4,52,3
family_001709,2026-W36,True,True,2417,4867,3.6,17.0,34,2
family_001722,2026-W33,True,True,7946,13983,3.6,3.6,52,2
family_001722,2026-W34,True,False,1529,4805,1.6,5.2,9,2
family_001722,2026-W35,True,False,549,6809,1.6,6.8,13,2
family_001722,2026-W36,True,False,0,3385,1.6,8.4,6,2
family_001725,2026-W33,True,False,0,8605,1.6,1.6,17,2
family_001725,2026-W34,True,False,0,10117,1.8,3.4,24,2
family_001725,2026-W35,True,True,1906,9840,3.6,7.0,44,2
family_001725,2026-W36,True,False,738,3366,1.6,8.6,6,2
family_001730,2026-W33,True,True,6883,10094,3.8,3.8,49,2
family_001730,2026-W34,True,False,1734,6930,1.6,5.4,13,2
family_001730,2026-W35,True,False,0,7436,1.6,7.0,14,2
family_001730,2026-W36,True,False,807,807,0.8,7.8,1,1
family_001731,2026-W33,True,True,8548,26877,4.8,4.8,86,3
family_001731,2026-W34,True,True,8257,50421,5.0,9.8,141,3
family_001731,2026-W35,True,True,7241,31782,5.0,14.8,100,3
family_001731,2026-W36,True,True,16623,40334,5.0,19.8,121,3
family_001732,2026-W33,True,False,0,17022,1.6,1.6,34,2
family_001732,2026-W34,True,True,23434,32690,4.4,6.0,106,2
family_001732,2026-W35,True,False,0,18437,2.0,8.0,44,2
family_001732,2026-W36,True,True,8841,18725,3.8,11.8,66,2
family_001749,2026-W33,True,True,2755,15360,3.8,3.8,59,2
family_001749,2026-W34,True,False,0,11148,1.8,5.6,26,2
family_001749,2026-W35,True,False,0,2669,1.6,7.2,5,2
family_001749,2026-W36,True,False,0,13906,1.6,8.8,27,2
family_001750,2026-W33,True,True,1085,7791,3.8,3.8,44,2
family_001750,2026-W34,True,True,1861,7116,2.8,6.6,39,1
family_001750,2026-W35,True,False,0,4990,0.8,7.4,9,1
family_001750,2026-W36,True,True,3716,5064,3.6,11.0,35,2
family_001754,2026-W33,True,True,2388,9155,2.8,2.8,43,1
family_001754,2026-W34,True,True,4522,8869,3.6,6.4,42,2
family_001754,2026-W35,True,True,5298,9700,3.8,10.2,48,2
family_001754,2026-W36,True,True,3039,3613,3.6,13.8,32,2
family_001759,2026-W33,True,True,3189,13203,3.6,3.6,51,2
family_001759,2026-W34,True,True,3810,7610,4.6,8.2,44,3
family_001759,2026-W35,True,False,0,3480,1.6,9.8,6,2
family_001759,2026-W36,True,False,0,9658,2.6,12.4,23,3
family_001761,2026-W33,True,False,0,7080,1.6,1.6,14,2
family_001761,2026-W34,True,False,0,5176,2.4,4.0,10,3
family_001761,2026-W35,True,True,1369,7150,3.8,7.8,43,2
family_001761,2026-W36,True,False,775,3511,1.6,9.4,7,2
family_001763,2026-W33,True,False,1499,5865,1.6,1.6,11,2
family_001763,2026-W34,True,True,4301,6034,3.6,5.2,37,2
family_001763,2026-W35,True,True,5129,12336,3.8,9.0,53,2
family_001763,2026-W36,True,False,2654,3118,1.6,10.6,6,2
family_001765,2026-W33,True,True,6066,17968,3.0,3.0,64,1
family_001765,2026-W34,True,True,3923,13557,4.4,7.4,52,3
family_001765,2026-W35,True,False,0,5983,2.4,9.8,11,3
family_001765,2026-W36,True,True,6946,12674,3.6,13.4,50,2
family_001776,2026-W33,True,False,0,8291,1.6,1.6,16,2
family_001776,2026-W34,True,False,0,3749,2.4,4.0,7,3
family_001776,2026-W35,True,True,7292,18540,4.6,8.6,66,3
family_001776,2026-W36,True,False,0,9002,2.4,11.0,18,3
family_001777,2026-W33,True,False,0,3995,1.0,1.0,11,1
family_001777,2026-W34,True,True,2404,3018,2.8,3.8,31,1
family_001777,2026-W35,True,False,0,4265,0.8,4.6,8,1
family_001777,2026-W36,True,False,0,0,0.0,4.6,0,0
family_001778,2026-W33,True,True,6320,11029,3.8,3.8,51,2
family_001778,2026-W34,True,False,0,9805,1.6,5.4,19,2
family_001778,2026-W35,True,False,0,3309,1.6,7.0,6,2
family_001778,2026-W36,True,False,0,5483,0.8,7.8,10,1
family_001779,2026-W33,True,True,5889,8498,3.8,3.8,45,2
family_001779,2026-W34,True,False,0,2679,1.6,5.4,5,2
family_001779,2026-W35,True,True,3021,15553,4.6,10.0,60,3
family_001779,2026-W36,True,True,2375,3810,4.4,14.4,32,3
family_001780,2026-W33,True,True,1986,5178,3.6,3.6,35,2
family_001780,2026-W34,True,True,3385,13264,4.8,8.4,59,3
family_001780,2026-W35,True,True,3076,3076,3.6,12.0,31,2
family_001780,2026-W36,True,True,3035,8938,2.8,14.8,42,1
family_001784,2026-W33,True,True,6310,15899,4.0,4.0,64,2
family_001784,2026-W34,True,False,0,10709,1.6,5.6,21,2
family_001784,2026-W35,True,True,5104,8725,3.2,8.8,50,1
family_001784,2026-W36,True,False,0,15688,1.8,10.6,35,2
family_001785,2026-W33,True,True,2149,4981,3.6,3.6,34,2
family_001785,2026-W34,True,True,6537,7385,3.8,7.4,43,2
family_001785,2026-W35,True,False,0,674,0.8,8.2,1,1
family_001785,2026-W36,True,True,10554,11742,3.0,11.2,52,1
family_001786,2026-W33,True,True,5450,9982,3.6,3.6,44,2
family_001786,2026-W34,True,True,2785,4589,3.6,7.2,34,2
family_001786,2026-W35,True,False,1175,6372,2.4,9.6,12,3
family_001786,2026-W36,True,True,2039,5093,3.8,13.4,39,2
family_001790,2026-W33,True,False,0,7599,3.2,3.2,15,4
family_001790,2026-W34,True,True,2975,14475,3.8,7.0,57,2
family_001790,2026-W35,True,False,396,1500,2.4,9.4,3,3
family_001790,2026-W36,True,True,4411,12678,3.8,13.2,54,2
family_001791,2026-W33,True,True,6138,9947,4.6,4.6,48,3
family_001791,2026-W34,True,True,4764,7560,4.4,9.0,40,3
family_001791,2026-W35,True,True,5002,6960,4.4,13.4,38,3
family_001791,2026-W36,True,True,4999,10136,4.4,17.8,45,3
family_001793,2026-W33,True,True,9310,14861,5.0,5.0,58,4
family_001793,2026-W34,True,False,0,2090,1.6,6.6,4,2
family_001793,2026-W35,True,True,5777,15718,4.8,11.4,64,3
family_001793,2026-W36,True,False,0,2351,0.8,12.2,4,1
family_001797,2026-W33,True,True,13225,27928,4.2,4.2,92,2
family_001797,2026-W34,True,True,11025,18058,3.8,8.0,65,2
family_001797,2026-W35,True,True,3940,13255,3.8,11.8,55,2
family_001797,2026-W36,True,False,0,11134,1.6,13.4,22,2
family_001798,2026-W33,True,True,9688,17598,5.0,5.0,72,3
family_001798,2026-W34,True,True,5784,28087,5.0,10.0,101,3
family_001798,2026-W35,True,True,10248,24756,4.2,14.2,86,2
family_001798,2026-W36,True,False,0,10117,1.6,15.8,20,2
family_001803,2026-W33,True,True,1562,8591,4.0,4.0,50,2
family_001803,2026-W34,True,False,0,4159,1.6,5.6,8,2
family_001803,2026-W35,True,False,0,6779,2.6,8.2,17,3
family_001803,2026-W36,True,True,2367,8524,3.8,12.0,46,2
family_001808,2026-W33,True,False,0,10794,1.6,1.6,21,2
family_001808,2026-W34,True,True,9257,16508,4.2,5.8,70,2
family_001808,2026-W35,True,False,0,5273,0.8,6.6,10,1
family_001808,2026-W36,True,True,8901,18091,3.4,10.0,73,1
family_001815,2026-W33,True,True,2950,9799,3.8,3.8,48,2
family_001815,2026-W34,True,False,0,16748,1.8,5.6,37,2
family_001815,2026-W35,True,True,7101,12749,3.8,9.4,54,2
family_001815,2026-W36,True,False,0,14494,1.8,11.2,32,2
family_001821,2026-W33,True,False,3282,6805,1.6,1.6,13,2
family_001821,2026-W34,True,True,5839,9810,4.4,6.0,44,3
family_001821,2026-W35,True,True,10972,10972,4.4,10.4,46,3
family_001821,2026-W36,True,True,7054,8776,3.6,14.0,42,2
family_001824,2026-W33,True,False,0,4449,1.6,1.6,8,2
family_001824,2026-W34,True,False,1480,5118,1.0,2.6,14,1
family_001824,2026-W35,True,True,3057,13993,4.0,6.6,60,2
family_001824,2026-W36,True,True,11394,23890,4.0,10.6,80,2
family_001827,2026-W33,True,False,0,5492,0.8,0.8,10,1
family_001827,2026-W34,True,False,0,13260,1.2,2.0,34,1
family_001827,2026-W35,True,True,5027,8031,3.8,5.8,45,2
family_001827,2026-W36,True,False,0,8431,1.0,6.8,20,1
family_001828,2026-W33,True,False,0,2094,0.8,0.8,4,1
family_001828,2026-W34,True,False,0,2506,1.6,2.4,5,2
family_001828,2026-W35,True,False,0,3996,2.4,4.8,7,3
family_001828,2026-W36,True,False,0,3067,1.6,6.4,6,2
family_001829,2026-W33,True,True,6232,10260,3.8,3.8,49,2
family_001829,2026-W34,True,True,3237,4343,3.6,7.4,33,2
family_001829,2026-W35,True,False,0,0,1.6,9.0,0,2
family_001829,2026-W36,True,False,709,4012,1.6,10.6,8,2
family_001833,2026-W33,True,True,7085,21350,4.0,4.0,75,2
family_001833,2026-W34,True,False,0,12211,2.0,6.0,32,2
family_001833,2026-W35,True,False,2363,10360,2.0,8.0,28,2
family_001833,2026-W36,True,True,2833,13227,4.0,12.0,59,2
family_001834,2026-W33,True,True,4854,5071,4.6,4.6,39,3
family_001834,2026-W34,True,True,9201,9201,3.8,8.4,47,2
family_001834,2026-W35,True,True,3115,8947,4.6,13.0,46,3
family_001834,2026-W36,True,True,8251,8943,4.4,17.4,42,3
family_001847,2026-W33,True,False,1185,9113,2.4,2.4,18,3
family_001847,2026-W34,True,True,2343,4316,2.8,5.2,33,1
family_001847,2026-W35,True,True,3256,9558,4.8,10.0,52,3
family_001847,2026-W36,True,False,0,3336,2.6,12.6,10,3
family_001849,2026-W33,True,False,1739,1739,0.8,0.8,3,1
family_001849,2026-W34,True,True,7142,8723,2.8,3.6,42,1
family_001849,2026-W35,True,True,3413,5620,3.6,7.2,36,2
family_001849,2026-W36,True,True,3470,3470,3.6,10.8,31,2
family_001853,2026-W33,True,True,3994,4954,3.6,3.6,34,2
family_001853,2026-W34,True,False,459,10753,2.0,5.6,29,2
family_001853,2026-W35,True,True,2320,7209,3.6,9.2,39,2
family_001853,2026-W36,True,True,2221,7045,3.6,12.8,39,2
family_001860,2026-W33,True,True,6341,8873,3.6,3.6,42,2
family_001860,2026-W34,True,False,723,2709,1.6,5.2,5,2
family_001860,2026-W35,True,True,5761,9138,3.6,8.8,43,2
family_001860,2026-W36,True,False,0,3925,1.6,10.4,7,2
family_001866,2026-W33,True,False,0,10449,1.8,1.8,24,2
family_001866,2026-W34,True,False,0,11465,1.2,3.0,30,1
family_001866,2026-W35,True,False,0,11751,1.6,4.6,23,2
family_001866,2026-W36,True,False,0,8213,2.0,6.6,24,2
family_001871,2026-W33,True,True,5955,17492,4.4,4.4,59,3
family_001871,2026-W34,True,True,2084,8944,4.6,9.0,46,3
family_001871,2026-W35,True,True,1659,6923,4.4,13.4,38,3
family_001871,2026-W36,True,False,880,3245,1.6,15.0,6,2
family_001877,2026-W33,True,True,4254,16393,3.4,3.4,69,1
family_001877,2026-W34,True,False,0,18971,2.0,5.4,45,2
family_001877,2026-W35,True,True,13425,39807,5.0,10.4,128,3
family_001877,2026-W36,True,False,2284,36747,3.4,13.8,93,3
family_001878,2026-W33,True,True,7814,18441,4.4,4.4,61,3
family_001878,2026-W34,True,False,1058,8313,2.4,6.8,16,3
family_001878,2026-W35,True,True,1456,7748,4.4,11.2,40,3
family_001878,2026-W36,True,False,0,9162,1.6,12.8,18,2
family_001879,2026-W33,True,False,0,6053,1.6,1.6,12,2
family_001879,2026-W34,True,True,6580,7995,3.8,5.4,44,2
family_001879,2026-W35,True,False,559,5329,1.8,7.2,14,2
family_001879,2026-W36,True,True,1106,7125,3.8,11.0,43,2
family_001888,2026-W33,True,False,1197,7024,1.6,1.6,14,2
family_001888,2026-W34,True,True,4109,12610,4.0,5.6,58,2
family_001888,2026-W35,True,True,2362,16696,4.6,10.2,62,3
family_001888,2026-W36,True,True,11458,20618,3.6,13.8,66,2
family_001893,2026-W33,True,True,9355,30736,5.0,5.0,102,3
family_001893,2026-W34,True,False,1975,13589,2.6,7.6,31,3
family_001893,2026-W35,True,True,2720,9475,3.0,10.6,47,1
family_001893,2026-W36,True,False,1282,10307,1.6,12.2,36,1
family_001894,2026-W33,True,True,7417,15705,2.8,2.8,56,1
family_001894,2026-W34,True,True,3180,11618,3.6,6.4,48,2
family_001894,2026-W35,True,True,3222,7469,3.8,10.2,43,2
family_001894,2026-W36,True,False,0,11400,1.8,12.0,26,2
family_001901,2026-W33,True,True,9083,14016,3.2,3.2,61,1
family_001901,2026-W34,True,False,1803,9223,2.0,5.2,26,2
family_001901,2026-W35,True,False,3130,18964,2.0,7.2,45,2
family_001901,2026-W36,True,True,5040,16079,4.2,11.4,69,2
family_001902,2026-W33,True,False,0,9458,1.6,1.6,18,2
family_001902,2026-W34,True,False,0,18026,3.4,5.0,40,4
family_001902,2026-W35,True,True,3394,6697,3.8,8.8,42,2
family_001902,2026-W36,True,False,0,1850,1.6,10.4,3,2
family_001912,2026-W33,True,True,8455,16657,4.0,4.0,66,2
family_001912,2026-W34,True,True,8659,10655,4.2,8.2,58,2
family_001912,2026-W35,True,False,0,8932,1.6,9.8,17,2
family_001912,2026-W36,True,False,2163,10525,1.8,11.6,25,2
family_001924,2026-W33,True,False,0,1489,1.6,1.6,2,2
family_001924,2026-W34,True,True,1811,7069,3.8,5.4,43,2
family_001924,2026-W35,True,False,0,4453,1.6,7.0,8,2
family_001924,2026-W36,True,True,2762,6741,3.8,10.8,42,2
family_001925,2026-W33,True,False,0,15341,2.6,2.6,34,3
family_001925,2026-W34,True,True,1661,12933,3.6,6.2,50,2
family_001925,2026-W35,True,True,2629,11764,4.0,10.2,56,2
family_001925,2026-W36,True,True,13019,15890,4.6,14.8,60,3
family_001927,2026-W33,True,True,4628,19556,3.8,3.8,68,2
family_001927,2026-W34,True,True,5074,20191,3.8,7.6,69,2
family_001927,2026-W35,True,True,2001,18435,4.6,12.2,65,3
family_001927,2026-W36,True,True,10519,30402,5.0,17.2,113,3
family_001931,2026-W33,True,True,2708,13532,3.8,3.8,56,2
family_001931,2026-W34,True,True,3555,6893,3.6,7.4,38,2
family_001931,2026-W35,True,True,1863,4172,3.6,11.0,33,2
family_001931,2026-W36,True,False,0,10644,2.8,13.8,29,3
family_001932,2026-W33,True,True,20013,32196,5.0,5.0,105,3
family_001932,2026-W34,True,False,0,25642,2.6,7.6,55,3
family_001932,2026-W35,True,True,15539,41952,5.0,12.6,128,3
family_001932,2026-W36,True,False,2735,16624,2.6,15.2,37,3
family_001936,2026-W33,True,False,897,4806,1.6,1.6,9,2
family_001936,2026-W34,True,True,3104,7140,3.6,5.2,39,2
family_001936,2026-W35,True,True,1796,2972,3.6,8.8,30,2
family_001936,2026-W36,True,True,8266,11053,3.8,12.6,51,2
family_001948,2026-W33,True,True,4248,6154,4.4,4.4,37,3
family_001948,2026-W34,True,True,2026,5539,3.8,8.2,40,2
family_001948,2026-W35,True,False,1636,5213,1.6,9.8,10,2
family_001948,2026-W36,True,False,0,3041,0.8,10.6,6,1
family_001953,2026-W33,True,True,4600,6267,3.6,3.6,37,2
family_001953,2026-W34,True,True,5332,13585,3.6,7.2,52,2
family_001953,2026-W35,True,True,10779,21597,5.0,12.2,76,4
family_001953,2026-W36,True,True,4924,8521,4.4,16.6,42,3
family_001956,2026-W33,True,True,9030,10622,4.6,4.6,50,3
family_001956,2026-W34,True,True,5134,14891,3.8,8.4,58,2
family_001956,2026-W35,True,True,2298,11787,3.6,12.0,48,2
family_001956,2026-W36,True,True,12951,27085,4.4,16.4,79,3
family_001960,2026-W33,True,True,12876,24728,5.0,5.0,94,3
family_001960,2026-W34,True,False,0,12142,2.6,7.6,28,3
family_001960,2026-W35,True,True,3158,19368,3.8,11.4,67,2
family_001960,2026-W36,True,True,3639,11932,4.8,16.2,56,3
family_001966,2026-W33,True,True,7399,10663,2.8,2.8,46,1
family_001966,2026-W34,True,False,1906,1906,0.8,3.6,3,1
family_001966,2026-W35,True,False,2214,9987,1.8,5.4,23,2
family_001966,2026-W36,True,True,3610,5865,3.6,9.0,36,2
family_001969,2026-W33,True,True,3875,12477,4.0,4.0,57,2
family_001969,2026-W34,True,True,5499,15347,4.2,8.2,67,2
family_001969,2026-W35,True,True,4734,14043,3.8,12.0,57,2
family_001969,2026-W36,True,True,5185,9423,3.2,15.2,51,1
family_001970,2026-W33,True,False,2116,11741,1.8,1.8,27,2
family_001970,2026-W34,True,True,9578,13626,5.0,6.8,68,3
family_001970,2026-W35,True,True,8118,16167,5.0,11.8,73,3
family_001970,2026-W36,True,True,6335,15694,4.0,15.8,64,2
family_001972,2026-W33,True,True,1985,6684,2.8,2.8,38,1
family_001972,2026-W34,True,True,6073,9745,4.0,6.8,52,2
family_001972,2026-W35,True,False,1135,1135,0.8,7.6,2,1
family_001972,2026-W36,True,True,1261,3193,3.6,11.2,31,2
family_001974,2026-W33,True,True,2365,6550,3.6,3.6,38,2
family_001974,2026-W34,True,False,0,10716,1.8,5.4,25,2
family_001974,2026-W35,True,True,2050,4303,3.6,9.0,33,2
family_001974,2026-W36,True,True,4283,7151,3.0,12.0,43,1
family_001989,2026-W33,True,True,2983,16629,3.8,3.8,62,2
family_001989,2026-W34,True,True,2839,7393,3.8,7.6,43,2
family_001989,2026-W35,True,False,1531,5279,2.4,10.0,10,3
family_001989,2026-W36,True,True,2531,8593,3.6,13.6,42,2
family_001991,2026-W33,True,True,9648,10410,3.6,3.6,45,2
family_001991,2026-W34,True,True,5276,8812,4.4,8.0,42,3
family_001991,2026-W35,True,True,7455,12639,3.6,11.6,50,2
family_001991,2026-W36,True,False,2349,2349,2.4,14.0,4,3
family_001992,2026-W33,True,True,3262,9265,3.6,3.6,43,2
family_001992,2026-W34,True,True,2572,14370,4.6,8.2,57,3
family_001992,2026-W35,True,False,1818,21630,1.0,9.2,47,1
family_001992,2026-W36,True,False,575,1495,0.8,10.0,2,1
family_001995,2026-W33,True,True,13521,32176,4.6,4.6,109,2
family_001995,2026-W34,True,False,1746,23602,3.0,7.6,59,3
family_001995,2026-W35,True,True,7862,13076,4.0,11.6,59,2
family_001995,2026-W36,True,True,27504,55412,4.6,16.2,159,2
family_dima,2026-W33,True,False,0,16756,2.0,2.0,41,2
family_dima,2026-W34,True,True,5313,23219,4.2,6.2,83,2
family_dima,2026-W35,True,True,3859,20057,4.0,10.2,73,2
family_dima,2026-W36,True,False,0,23672,2.0,12.2,55,2
family_ivanovy,2026-W33,True,True,1667,4713,3.6,3.6,34,2
family_ivanovy,2026-W34,True,True,1613,8628,3.8,7.4,46,2
family_ivanovy,2026-W35,True,True,3263,9122,3.0,10.4,47,1
family_ivanovy,2026-W36,True,False,0,1995,1.6,12.0,3,2
